#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.039034	1	10	5.089229	2500
2	0.042103	1	9	4.754022	2500
3	0.041835	1	8	4.570385	2500
4	0.046533	1	8	4.499406	2500
5	0.047337	1	7	4.379873	2500
6	0.049259	1	7	4.316880	2500
7	0.051492	1	7	4.258448	2500
8	0.050465	1	7	4.171028	2500
9	0.049703	1	7	4.072564	2500
10	0.051898	1	7	3.946362	2500
11	0.056830	1	6	3.807600	2500
12	0.063643	1	6	3.639971	2500
13	0.070688	1	6	3.449965	2500
14	0.078238	1	6	3.255666	2500
15	0.094164	1	5	3.079573	2500
16	0.115281	1	5	2.900713	2500
17	0.136682	1	5	2.736611	2500
18	0.168622	1	5	2.585011	2500
19	0.201319	1	5	2.428701	2500
20	0.231388	1	4	2.314002	2500
21	0.252712	1	4	2.226614	2500
22	0.265673	1	4	2.165023	2500
23	0.278452	1	4	2.114719	2500
24	0.287535	1	4	2.082685	2500
25	0.289668	1	4	2.070250	2500
26	0.291176	1	4	2.062091	2500
27	0.293871	1	4	2.053290	2500
28	0.294033	1	4	2.051379	2500
29	0.294677	1	4	2.048069	2500
30	0.293574	1	4	2.047645	2500
