#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.365436	1	40	15.492587	2500
2	0.373125	1	38	14.839092	2500
3	0.373899	1	38	14.776295	2500
4	0.372392	1	36	14.556338	2500
5	0.373644	1	36	14.509612	2500
6	0.374514	1	36	14.382588	2500
7	0.376966	1	34	14.351054	2500
8	0.377803	1	34	14.203545	2500
9	0.379633	1	33	14.005274	2500
10	0.383579	1	32	13.770638	2500
11	0.387930	1	31	13.574909	2500
12	0.394017	1	30	13.332186	2500
13	0.398396	1	29	13.248341	2500
14	0.403535	1	28	12.985552	2500
15	0.409432	1	27	12.844629	2500
16	0.414071	1	27	12.634591	2500
17	0.415250	1	26	12.442652	2500
18	0.418834	1	25	12.043243	2500
19	0.421886	1	25	11.801757	2500
20	0.424373	1	24	11.598891	2500
21	0.425106	1	24	11.702480	2500
22	0.429918	1	25	11.659183	2500
23	0.430363	1	24	11.465068	2500
24	0.436484	1	23	11.341748	2500
25	0.440864	1	23	11.189451	2500
26	0.443201	1	22	10.907508	2500
27	0.446761	1	22	10.627641	2500
28	0.450557	1	22	10.625968	2500
29	0.452090	1	22	10.518905	2500
30	0.451717	1	22	10.490214	2500
