#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.363069	1	40	15.479581	2500
2	0.368648	1	37	14.874494	2500
3	0.366970	1	37	14.880523	2500
4	0.367027	1	36	14.857848	2500
5	0.366763	1	36	14.837205	2500
6	0.368218	1	35	14.771609	2500
7	0.372331	1	35	14.666201	2500
8	0.375683	1	36	14.593518	2500
9	0.377051	1	34	14.426886	2500
10	0.379640	1	32	14.084076	2500
11	0.382654	1	32	13.865010	2500
12	0.384588	1	31	13.592269	2500
13	0.387833	1	30	13.410412	2500
14	0.393839	1	29	13.251555	2500
15	0.397719	1	29	13.073657	2500
16	0.399111	1	28	12.822974	2500
17	0.400620	1	28	12.580546	2500
18	0.406655	1	27	12.357579	2500
19	0.410307	1	27	12.144853	2500
20	0.411703	1	26	11.962096	2500
21	0.415807	1	25	11.589136	2500
22	0.421337	1	24	11.412408	2500
23	0.425176	1	24	11.301962	2500
24	0.429017	1	24	11.266323	2500
25	0.432890	1	23	11.052094	2500
26	0.436945	1	22	10.864317	2500
27	0.438767	1	22	10.659553	2500
28	0.443079	1	22	10.488108	2500
29	0.444787	1	22	10.402652	2500
30	0.445313	1	22	10.316944	2500
