#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.331520	1	58	21.927107	2500
2	0.392651	1	42	16.806121	2500
3	0.309700	1	37	14.407006	2500
4	0.275433	1	32	13.165786	2500
5	0.253924	1	30	12.150044	2500
6	0.241924	1	29	11.518116	2500
7	0.231524	1	27	10.989369	2500
8	0.222766	1	26	10.299487	2500
9	0.217004	1	25	10.114916	2500
10	0.210844	1	25	9.805660	2500
11	0.207923	1	23	9.627226	2500
12	0.203386	1	22	9.329008	2500
13	0.204615	1	22	9.087859	2500
14	0.200735	1	20	8.830555	2500
15	0.198879	1	20	8.684023	2500
16	0.201094	1	20	8.592640	2500
17	0.192121	1	19	8.312880	2500
18	0.196609	1	19	8.359497	2500
19	0.188009	1	18	8.087549	2500
20	0.193540	1	18	7.951236	2500
21	0.193299	1	18	7.950962	2500
22	0.190327	1	18	7.880873	2500
23	0.192410	1	17	7.729776	2500
24	0.187308	1	17	7.751915	2500
25	0.187527	1	17	7.547139	2500
26	0.186537	1	16	7.433503	2500
27	0.186980	1	16	7.404365	2500
28	0.185898	1	16	7.310718	2500
29	0.189088	1	15	7.294997	2500
30	0.199423	1	15	7.248213	2500
