#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038076	1	10	5.058242	2500
2	0.041554	1	9	4.753084	2500
3	0.044533	1	8	4.629548	2500
4	0.045928	1	8	4.530432	2500
5	0.047936	1	7	4.469469	2500
6	0.046632	1	7	4.425792	2500
7	0.051146	1	7	4.412462	2500
8	0.052716	1	7	4.402874	2500
9	0.053767	1	7	4.387168	2500
10	0.051952	1	7	4.376657	2500
11	0.049749	1	7	4.354509	2500
12	0.054357	1	7	4.354596	2500
13	0.052356	1	7	4.342577	2500
14	0.053762	1	7	4.339757	2500
15	0.056652	1	7	4.348433	2500
16	0.056835	1	7	4.353355	2500
17	0.054870	1	7	4.347009	2500
18	0.055655	1	7	4.343453	2500
19	0.056091	1	7	4.347102	2500
20	0.055003	1	7	4.337313	2500
21	0.055715	1	7	4.341729	2500
22	0.052244	1	7	4.333285	2500
23	0.053141	1	7	4.330070	2500
24	0.052004	1	7	4.330123	2500
25	0.054957	1	7	4.335693	2500
26	0.054826	1	7	4.319847	2500
27	0.056855	1	7	4.323892	2500
28	0.055487	1	7	4.325693	2500
29	0.054668	1	7	4.325984	2500
30	0.055984	1	7	4.335107	2500
