#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.034390	1	9	5.070912	2500
2	0.043560	1	9	4.831350	2500
3	0.047409	1	8	4.704941	2500
4	0.049122	1	8	4.604035	2500
5	0.048499	1	8	4.544774	2500
6	0.049757	1	7	4.488730	2500
7	0.053733	1	7	4.479037	2500
8	0.055601	1	7	4.475131	2500
9	0.057163	1	7	4.461447	2500
10	0.055226	1	7	4.445796	2500
11	0.057339	1	7	4.430494	2500
12	0.055171	1	7	4.420583	2500
13	0.057665	1	7	4.407345	2500
14	0.057609	1	7	4.393967	2500
15	0.061169	1	7	4.396106	2500
16	0.059114	1	7	4.396819	2500
17	0.060975	1	7	4.393229	2500
18	0.058351	1	7	4.393673	2500
19	0.059368	1	7	4.394294	2500
20	0.058592	1	7	4.389014	2500
21	0.061013	1	7	4.389681	2500
22	0.061342	1	7	4.384413	2500
23	0.059265	1	7	4.377299	2500
24	0.060526	1	7	4.377731	2500
25	0.060104	1	7	4.370169	2500
26	0.060409	1	7	4.372886	2500
27	0.062970	1	7	4.386213	2500
28	0.061730	1	7	4.388181	2500
29	0.060752	1	7	4.393429	2500
30	0.061632	1	7	4.397139	2500
