#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.361475	1	38	15.179036	2500
2	0.366308	1	34	14.141193	2500
3	0.368032	1	35	14.115542	2500
4	0.368816	1	34	14.102268	2500
5	0.368501	1	33	14.146608	2500
6	0.367801	1	34	14.162772	2500
7	0.369735	1	33	14.179458	2500
8	0.371338	1	33	14.170816	2500
9	0.372284	1	34	14.204242	2500
10	0.372324	1	33	14.176457	2500
11	0.371704	1	34	14.146323	2500
12	0.374207	1	33	14.118190	2500
13	0.375339	1	33	14.075302	2500
14	0.378452	1	32	14.056867	2500
15	0.379583	1	32	14.024978	2500
16	0.380161	1	32	13.942341	2500
17	0.378912	1	31	13.797156	2500
18	0.381623	1	31	13.756199	2500
19	0.380524	1	31	13.647321	2500
20	0.384163	1	31	13.615833	2500
21	0.385562	1	30	13.463702	2500
22	0.387937	1	29	13.318414	2500
23	0.388964	1	30	13.278046	2500
24	0.393050	1	29	13.252265	2500
25	0.396836	1	28	13.034360	2500
26	0.399334	1	28	13.003416	2500
27	0.401688	1	27	12.991404	2500
28	0.405427	1	27	12.938647	2500
29	0.406902	1	27	12.838703	2500
30	0.408798	1	27	12.759947	2500
