#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.337523	1	60	22.071652	2500
2	0.401678	1	44	17.005893	2500
3	0.317112	1	37	14.686100	2500
4	0.287692	1	34	13.595723	2500
5	0.267080	1	32	12.685491	2500
6	0.250065	1	29	11.742768	2500
7	0.236016	1	27	11.251434	2500
8	0.237474	1	27	10.889413	2500
9	0.225810	1	25	10.651229	2500
10	0.221789	1	25	10.463156	2500
11	0.218773	1	24	10.136634	2500
12	0.210045	1	23	9.890325	2500
13	0.211696	1	23	9.618119	2500
14	0.205622	1	22	9.509689	2500
15	0.204971	1	22	9.272263	2500
16	0.205492	1	21	9.040285	2500
17	0.201963	1	21	8.961623	2500
18	0.203871	1	20	8.735258	2500
19	0.200401	1	20	8.736103	2500
20	0.201940	1	19	8.646558	2500
21	0.201098	1	19	8.443948	2500
22	0.200863	1	19	8.384260	2500
23	0.201609	1	19	8.370113	2500
24	0.202968	1	19	8.439330	2500
25	0.201440	1	19	8.264367	2500
26	0.203415	1	18	8.194790	2500
27	0.200513	1	19	8.205940	2500
28	0.197052	1	17	8.042483	2500
29	0.197867	1	18	8.094941	2500
30	0.194469	1	18	8.000691	2500
