#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037870	1	10	5.108734	2500
2	0.042520	1	9	4.812388	2500
3	0.044531	1	8	4.657265	2500
4	0.047292	1	8	4.558723	2500
5	0.049210	1	8	4.507462	2500
6	0.049884	1	7	4.457498	2500
7	0.052506	1	7	4.435261	2500
8	0.051915	1	7	4.429234	2500
9	0.050555	1	7	4.406220	2500
10	0.051839	1	7	4.386824	2500
11	0.053888	1	7	4.373915	2500
12	0.053695	1	7	4.369570	2500
13	0.056332	1	7	4.375810	2500
14	0.055357	1	7	4.364773	2500
15	0.057021	1	7	4.365129	2500
16	0.057978	1	7	4.361685	2500
17	0.054529	1	7	4.351519	2500
18	0.056806	1	7	4.353768	2500
19	0.056399	1	7	4.353229	2500
20	0.056247	1	7	4.355705	2500
21	0.056654	1	7	4.347359	2500
22	0.056943	1	7	4.351700	2500
23	0.053848	1	7	4.347770	2500
24	0.057209	1	7	4.347751	2500
25	0.056900	1	7	4.351528	2500
26	0.055207	1	7	4.348181	2500
27	0.055512	1	7	4.346091	2500
28	0.057359	1	7	4.344187	2500
29	0.056694	1	7	4.344272	2500
30	0.057072	1	7	4.346551	2500
