#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.359939	1	39	15.257871	2500
2	0.364034	1	35	14.479986	2500
3	0.366743	1	35	14.582302	2500
4	0.365660	1	35	14.601730	2500
5	0.363411	1	35	14.604473	2500
6	0.362786	1	34	14.610016	2500
7	0.363697	1	35	14.653238	2500
8	0.363337	1	36	14.656912	2500
9	0.362431	1	35	14.666668	2500
10	0.362825	1	34	14.682635	2500
11	0.361915	1	34	14.697979	2500
12	0.361278	1	35	14.681982	2500
13	0.363147	1	34	14.755855	2500
14	0.364302	1	34	14.771517	2500
15	0.364932	1	34	14.779042	2500
16	0.364250	1	34	14.789605	2500
17	0.362343	1	34	14.774876	2500
18	0.365530	1	34	14.783962	2500
19	0.365075	1	35	14.855347	2500
20	0.367454	1	35	14.889334	2500
21	0.367525	1	35	14.822528	2500
22	0.366568	1	36	14.898266	2500
23	0.365059	1	36	14.917945	2500
24	0.363324	1	34	14.878844	2500
25	0.363242	1	35	14.873375	2500
26	0.362939	1	35	14.879935	2500
27	0.364827	1	36	14.864803	2500
28	0.365858	1	35	14.874793	2500
29	0.363862	1	35	14.870997	2500
30	0.364923	1	36	14.873251	2500
