#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038197	1	10	5.045619	2500
2	0.043516	1	8	4.747196	2500
3	0.045649	1	8	4.582493	2500
4	0.046570	1	8	4.474701	2500
5	0.045491	1	7	4.396622	2500
6	0.048088	1	7	4.332414	2500
7	0.048772	1	7	4.270017	2500
8	0.050348	1	7	4.193252	2500
9	0.050071	1	7	4.104973	2500
10	0.051879	1	7	3.999178	2500
11	0.056075	1	6	3.852186	2500
12	0.064015	1	6	3.671663	2500
13	0.070692	1	6	3.472086	2500
14	0.078974	1	6	3.275941	2500
15	0.092340	1	6	3.107482	2500
16	0.107627	1	5	2.945121	2500
17	0.129542	1	5	2.795190	2500
18	0.153844	1	5	2.663883	2500
19	0.176363	1	5	2.550878	2500
20	0.208206	1	5	2.425488	2500
21	0.229872	1	5	2.328439	2500
22	0.246855	1	5	2.262624	2500
23	0.261048	1	5	2.206361	2500
24	0.270688	1	4	2.166232	2500
25	0.277871	1	5	2.134742	2500
26	0.280718	1	4	2.114886	2500
27	0.286794	1	4	2.096039	2500
28	0.287361	1	4	2.091611	2500
29	0.288844	1	4	2.084607	2500
30	0.290235	1	4	2.080134	2500
