#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.035617	1	10	5.055489	2500
2	0.043353	1	9	4.808427	2500
3	0.046183	1	8	4.673538	2500
4	0.046383	1	8	4.594378	2500
5	0.049562	1	8	4.532065	2500
6	0.047971	1	7	4.499411	2500
7	0.054281	1	8	4.472774	2500
8	0.049881	1	7	4.428254	2500
9	0.053062	1	7	4.421215	2500
10	0.053570	1	7	4.411301	2500
11	0.053949	1	7	4.407128	2500
12	0.052970	1	7	4.398679	2500
13	0.055336	1	7	4.407392	2500
14	0.055456	1	7	4.397589	2500
15	0.059668	1	7	4.407418	2500
16	0.059645	1	7	4.413169	2500
17	0.059038	1	7	4.405457	2500
18	0.057071	1	7	4.396826	2500
19	0.060509	1	7	4.394346	2500
20	0.059802	1	7	4.393626	2500
21	0.059171	1	7	4.389946	2500
22	0.057434	1	7	4.385868	2500
23	0.060826	1	7	4.394718	2500
24	0.055991	1	7	4.386027	2500
25	0.058999	1	7	4.388085	2500
26	0.059366	1	7	4.382476	2500
27	0.057551	1	7	4.385718	2500
28	0.056828	1	7	4.383885	2500
29	0.059655	1	7	4.385364	2500
30	0.057291	1	7	4.380598	2500
