#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.333701	1	58	21.889126	2500
2	0.398335	1	44	16.882530	2500
3	0.314018	1	38	14.326176	2500
4	0.279454	1	33	13.017684	2500
5	0.258573	1	31	12.110568	2500
6	0.248572	1	29	11.555356	2500
7	0.230975	1	26	10.809323	2500
8	0.226091	1	26	10.533401	2500
9	0.221971	1	26	10.236211	2500
10	0.219992	1	24	9.956257	2500
11	0.213015	1	24	9.690223	2500
12	0.207855	1	23	9.447408	2500
13	0.208412	1	20	9.206343	2500
14	0.205763	1	21	9.088897	2500
15	0.203518	1	20	8.837897	2500
16	0.199583	1	20	8.559022	2500
17	0.195097	1	19	8.465144	2500
18	0.198742	1	18	8.366773	2500
19	0.197778	1	19	8.256748	2500
20	0.192643	1	19	8.090071	2500
21	0.191007	1	18	7.989571	2500
22	0.196681	1	17	7.903883	2500
23	0.195401	1	17	7.947785	2500
24	0.189841	1	17	7.783101	2500
25	0.192444	1	17	7.661985	2500
26	0.191371	1	16	7.628242	2500
27	0.193148	1	16	7.624468	2500
28	0.193844	1	17	7.721294	2500
29	0.197123	1	17	7.678499	2500
30	0.191426	1	16	7.553691	2500
