#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335680	1	58	21.933853	2500
2	0.399741	1	43	16.701681	2500
3	0.317129	1	35	14.428146	2500
4	0.279504	1	33	13.163402	2500
5	0.260718	1	30	12.368626	2500
6	0.247126	1	28	11.507866	2500
7	0.233316	1	29	11.070703	2500
8	0.223540	1	26	10.624830	2500
9	0.220082	1	25	10.239898	2500
10	0.219319	1	25	9.942554	2500
11	0.222952	1	23	9.764389	2500
12	0.209778	1	23	9.551545	2500
13	0.209002	1	23	9.339176	2500
14	0.210626	1	22	9.149534	2500
15	0.211168	1	19	8.933016	2500
16	0.211149	1	19	8.812207	2500
17	0.206082	1	20	8.658089	2500
18	0.203945	1	18	8.410578	2500
19	0.204717	1	18	8.487408	2500
20	0.199422	1	18	8.265610	2500
21	0.198217	1	17	8.196247	2500
22	0.195415	1	17	7.966784	2500
23	0.196241	1	17	7.856660	2500
24	0.195247	1	17	7.936982	2500
25	0.191789	1	17	7.887497	2500
26	0.192955	1	17	7.811234	2500
27	0.190261	1	16	7.675837	2500
28	0.194186	1	16	7.661811	2500
29	0.192246	1	17	7.712228	2500
30	0.190506	1	16	7.662807	2500
