#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037279	1	10	5.085765	2500
2	0.038849	1	8	4.777381	2500
3	0.046078	1	8	4.675676	2500
4	0.046905	1	8	4.559751	2500
5	0.048238	1	8	4.488982	2500
6	0.046154	1	7	4.435788	2500
7	0.052698	1	7	4.429430	2500
8	0.051902	1	7	4.405969	2500
9	0.053791	1	7	4.407624	2500
10	0.054225	1	7	4.396089	2500
11	0.052634	1	7	4.379277	2500
12	0.053846	1	7	4.369583	2500
13	0.051557	1	7	4.356889	2500
14	0.056701	1	7	4.355414	2500
15	0.056294	1	7	4.359106	2500
16	0.054438	1	7	4.347648	2500
17	0.056868	1	7	4.349025	2500
18	0.054913	1	7	4.346016	2500
19	0.055218	1	7	4.339037	2500
20	0.054815	1	7	4.339220	2500
21	0.057529	1	7	4.338564	2500
22	0.057397	1	7	4.346791	2500
23	0.055323	1	7	4.341396	2500
24	0.056951	1	7	4.340911	2500
25	0.053094	1	7	4.335173	2500
26	0.055386	1	7	4.335736	2500
27	0.055849	1	7	4.337194	2500
28	0.055704	1	7	4.336036	2500
29	0.055427	1	7	4.338830	2500
30	0.053538	1	7	4.334976	2500
