#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.336893	1	59	21.944706	2500
2	0.396245	1	45	16.927790	2500
3	0.309475	1	37	14.316058	2500
4	0.270039	1	33	12.896204	2500
5	0.259021	1	30	12.051445	2500
6	0.239086	1	27	11.298653	2500
7	0.228864	1	28	11.045096	2500
8	0.223817	1	26	10.712610	2500
9	0.218448	1	25	10.364103	2500
10	0.216583	1	24	10.152457	2500
11	0.213236	1	23	9.861588	2500
12	0.209201	1	22	9.596418	2500
13	0.208938	1	22	9.337975	2500
14	0.206909	1	20	8.896478	2500
15	0.205987	1	21	9.053788	2500
16	0.203921	1	20	8.917071	2500
17	0.202815	1	21	8.850515	2500
18	0.199527	1	20	8.694807	2500
19	0.198678	1	19	8.533550	2500
20	0.196031	1	19	8.472967	2500
21	0.194669	1	19	8.349014	2500
22	0.194937	1	19	8.177790	2500
23	0.194861	1	18	8.136323	2500
24	0.194078	1	18	8.140168	2500
25	0.199443	1	18	8.028119	2500
26	0.195768	1	18	7.897583	2500
27	0.195461	1	17	7.817596	2500
28	0.194346	1	16	7.776739	2500
29	0.194172	1	16	7.670504	2500
30	0.196524	1	16	7.666280	2500
