Tiempo_Ejecucion_Segundos,Mensajes_Intercambiados,PIF-EXPLORACION,PACKAGE,ACK,PIF-NEGOCIACION,SOLICITUD-CONEXION,ACEPTO-CONEXION,DESCONEXION,DESCONEXION-RECIBIDA,RECHAZO-CONEXION,PIF-CONEXION
254.224458,42276698,578020,20045207,20045207,578020,152870,149291,68242,68242,3579,588020
