#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.331770	1	60	21.942309	2500
2	0.394653	1	45	17.053233	2500
3	0.312936	1	37	14.471002	2500
4	0.279028	1	32	13.083267	2500
5	0.257487	1	31	12.345539	2500
6	0.249071	1	27	11.729858	2500
7	0.233821	1	27	11.192682	2500
8	0.228330	1	25	10.663805	2500
9	0.223915	1	23	10.368729	2500
10	0.216036	1	24	9.913595	2500
11	0.213366	1	23	9.716820	2500
12	0.207050	1	22	9.333879	2500
13	0.204896	1	21	9.136784	2500
14	0.196475	1	20	8.924894	2500
15	0.198481	1	19	8.711023	2500
16	0.199549	1	19	8.609603	2500
17	0.201442	1	18	8.468685	2500
18	0.197890	1	18	8.379285	2500
19	0.198833	1	18	8.284936	2500
20	0.192659	1	18	8.252170	2500
21	0.192937	1	18	8.096329	2500
22	0.193026	1	17	8.005129	2500
23	0.190322	1	17	7.935207	2500
24	0.192219	1	17	7.876936	2500
25	0.192615	1	17	7.798833	2500
26	0.192251	1	17	7.672318	2500
27	0.193892	1	16	7.569450	2500
28	0.192688	1	16	7.604403	2500
29	0.190679	1	16	7.548880	2500
30	0.190689	1	17	7.402299	2500
