#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.361701	1	37	14.948210	2500
2	0.367255	1	35	14.150054	2500
3	0.367538	1	35	14.135848	2500
4	0.367607	1	35	14.163611	2500
5	0.366570	1	34	14.132910	2500
6	0.367609	1	35	14.100988	2500
7	0.368177	1	34	14.066062	2500
8	0.368613	1	34	14.029488	2500
9	0.369931	1	33	14.023726	2500
10	0.369329	1	33	13.993846	2500
11	0.370803	1	33	13.965845	2500
12	0.372665	1	32	13.880186	2500
13	0.374151	1	32	13.825575	2500
14	0.375963	1	32	13.825843	2500
15	0.376391	1	32	13.803677	2500
16	0.378395	1	32	13.761320	2500
17	0.378333	1	31	13.735552	2500
18	0.379202	1	31	13.717401	2500
19	0.380345	1	32	13.717529	2500
20	0.378818	1	32	13.698882	2500
21	0.381001	1	32	13.686574	2500
22	0.384332	1	30	13.585884	2500
23	0.385408	1	31	13.585580	2500
24	0.387684	1	31	13.479642	2500
25	0.388477	1	30	13.430272	2500
26	0.389969	1	30	13.342542	2500
27	0.390698	1	29	13.285641	2500
28	0.391086	1	29	13.231916	2500
29	0.391206	1	27	13.075762	2500
30	0.393196	1	27	13.035304	2500
