#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.363441	1	38	15.389958	2500
2	0.371311	1	38	14.664009	2500
3	0.373808	1	37	14.648100	2500
4	0.374283	1	35	14.568681	2500
5	0.375506	1	35	14.487407	2500
6	0.374260	1	35	14.387053	2500
7	0.376082	1	34	14.258738	2500
8	0.379872	1	34	14.178736	2500
9	0.382692	1	34	14.018649	2500
10	0.381643	1	34	13.835816	2500
11	0.383958	1	32	13.658779	2500
12	0.390504	1	31	13.496632	2500
13	0.392681	1	29	13.084031	2500
14	0.395405	1	29	13.066433	2500
15	0.404308	1	29	12.992885	2500
16	0.402246	1	27	12.645598	2500
17	0.405290	1	27	12.422350	2500
18	0.407057	1	26	12.341002	2500
19	0.411237	1	26	12.281631	2500
20	0.413706	1	25	12.037515	2500
21	0.418259	1	26	11.902927	2500
22	0.419279	1	26	11.914148	2500
23	0.420696	1	25	11.667059	2500
24	0.420676	1	24	11.463773	2500
25	0.425845	1	24	11.331271	2500
26	0.429750	1	24	11.173705	2500
27	0.430840	1	24	11.029685	2500
28	0.432358	1	23	10.776110	2500
29	0.434759	1	22	10.687590	2500
30	0.436151	1	22	10.579612	2500
