#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.360728	1	38	15.456584	2500
2	0.365341	1	36	14.644692	2500
3	0.364467	1	36	14.701665	2500
4	0.365330	1	35	14.706854	2500
5	0.365542	1	35	14.685180	2500
6	0.366962	1	35	14.600885	2500
7	0.368515	1	34	14.498272	2500
8	0.367994	1	34	14.435300	2500
9	0.370123	1	34	14.442482	2500
10	0.371816	1	35	14.417057	2500
11	0.375448	1	34	14.335925	2500
12	0.377690	1	34	14.131680	2500
13	0.379327	1	32	14.016453	2500
14	0.383912	1	32	13.817157	2500
15	0.383564	1	30	13.585002	2500
16	0.388719	1	30	13.477654	2500
17	0.391001	1	29	13.393988	2500
18	0.396397	1	28	13.177279	2500
19	0.400791	1	27	13.008433	2500
20	0.404057	1	27	12.814413	2500
21	0.407420	1	25	12.403674	2500
22	0.413187	1	25	12.190776	2500
23	0.416747	1	24	12.072832	2500
24	0.421148	1	23	11.858456	2500
25	0.422786	1	23	11.827863	2500
26	0.425471	1	23	11.728406	2500
27	0.428503	1	24	11.709257	2500
28	0.430955	1	24	11.493053	2500
29	0.433910	1	23	11.417399	2500
30	0.437138	1	23	11.402949	2500
