#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.035839	1	9	5.073687	2500
2	0.046150	1	9	4.824802	2500
3	0.043490	1	8	4.645965	2500
4	0.045903	1	8	4.554003	2500
5	0.044617	1	8	4.478855	2500
6	0.043336	1	8	4.424614	2500
7	0.046267	1	7	4.407802	2500
8	0.050046	1	7	4.382181	2500
9	0.051166	1	7	4.373970	2500
10	0.050746	1	7	4.370407	2500
11	0.048734	1	7	4.358210	2500
12	0.049525	1	7	4.340957	2500
13	0.049635	1	7	4.339749	2500
14	0.050992	1	7	4.340850	2500
15	0.051767	1	7	4.338831	2500
16	0.051779	1	7	4.334928	2500
17	0.053433	1	7	4.334895	2500
18	0.054760	1	7	4.341668	2500
19	0.053263	1	7	4.334190	2500
20	0.053284	1	7	4.330247	2500
21	0.055637	1	7	4.331599	2500
22	0.057510	1	7	4.336400	2500
23	0.056314	1	7	4.339213	2500
24	0.056638	1	7	4.335872	2500
25	0.051341	1	7	4.332160	2500
26	0.053338	1	7	4.339158	2500
27	0.056000	1	7	4.343875	2500
28	0.056087	1	7	4.335201	2500
29	0.055953	1	7	4.336639	2500
30	0.051211	1	7	4.325102	2500
