Tiempo_Ejecucion_Segundos,Mensajes_Intercambiados,PIF-EXPLORACION,PACKAGE,ACK,PIF-NEGOCIACION,SOLICITUD-CONEXION,ACEPTO-CONEXION,DESCONEXION,DESCONEXION-RECIBIDA,RECHAZO-CONEXION,PIF-CONEXION
372.824787,61693442,583124,29932002,29932002,583124,28298,27081,6735,6735,1217,593124
