#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037416	1	10	5.081481	2500
2	0.041920	1	9	4.782672	2500
3	0.041405	1	8	4.634814	2500
4	0.047268	1	8	4.555346	2500
5	0.048469	1	8	4.491412	2500
6	0.047648	1	7	4.445822	2500
7	0.055603	1	7	4.430040	2500
8	0.054940	1	7	4.403325	2500
9	0.054654	1	7	4.402431	2500
10	0.052072	1	7	4.379901	2500
11	0.056890	1	7	4.380618	2500
12	0.057853	1	7	4.376158	2500
13	0.054851	1	7	4.364592	2500
14	0.057213	1	7	4.365919	2500
15	0.055973	1	7	4.356530	2500
16	0.057597	1	7	4.358632	2500
17	0.059314	1	7	4.349660	2500
18	0.054031	1	7	4.350637	2500
19	0.054549	1	7	4.345583	2500
20	0.057168	1	7	4.342550	2500
21	0.054602	1	7	4.331338	2500
22	0.052909	1	7	4.334978	2500
23	0.054641	1	7	4.329833	2500
24	0.054275	1	7	4.328585	2500
25	0.056779	1	7	4.331320	2500
26	0.059243	1	7	4.334064	2500
27	0.058608	1	7	4.338672	2500
28	0.057494	1	7	4.339208	2500
29	0.055791	1	7	4.333501	2500
30	0.055070	1	7	4.329630	2500
