#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.036607	1	10	5.096595	2500
2	0.044978	1	9	4.816335	2500
3	0.044539	1	8	4.686845	2500
4	0.048159	1	8	4.606769	2500
5	0.050583	1	8	4.549365	2500
6	0.047366	1	8	4.491439	2500
7	0.048964	1	7	4.461536	2500
8	0.053322	1	7	4.451571	2500
9	0.055213	1	7	4.432024	2500
10	0.058599	1	7	4.425488	2500
11	0.058201	1	7	4.430483	2500
12	0.058387	1	7	4.417075	2500
13	0.057583	1	7	4.412981	2500
14	0.057102	1	7	4.403655	2500
15	0.058252	1	7	4.405525	2500
16	0.062441	1	7	4.404983	2500
17	0.058736	1	7	4.390538	2500
18	0.060584	1	7	4.392392	2500
19	0.059414	1	7	4.385634	2500
20	0.059279	1	7	4.386491	2500
21	0.059517	1	7	4.391244	2500
22	0.057106	1	7	4.381232	2500
23	0.058139	1	7	4.379677	2500
24	0.061948	1	7	4.381537	2500
25	0.060950	1	7	4.382621	2500
26	0.060553	1	7	4.387545	2500
27	0.059065	1	7	4.394897	2500
28	0.059088	1	7	4.392728	2500
29	0.061142	1	7	4.385709	2500
30	0.061383	1	7	4.383957	2500
