#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038433	1	9	5.070712	2500
2	0.044699	1	9	4.794499	2500
3	0.043958	1	8	4.598755	2500
4	0.045717	1	8	4.464256	2500
5	0.046997	1	7	4.385446	2500
6	0.049664	1	7	4.325893	2500
7	0.049701	1	7	4.249553	2500
8	0.047586	1	7	4.163747	2500
9	0.051323	1	7	4.080810	2500
10	0.052021	1	6	3.973538	2500
11	0.060563	1	6	3.854346	2500
12	0.069356	1	6	3.693378	2500
13	0.077935	1	6	3.539595	2500
14	0.089520	1	6	3.376422	2500
15	0.099956	1	6	3.202937	2500
16	0.114860	1	5	3.059765	2500
17	0.130548	1	5	2.934440	2500
18	0.151267	1	5	2.822660	2500
19	0.161545	1	5	2.752333	2500
20	0.175224	1	5	2.701419	2500
21	0.184653	1	5	2.661289	2500
22	0.195832	1	5	2.616905	2500
23	0.201432	1	5	2.590274	2500
24	0.208787	1	4	2.566073	2500
25	0.216723	1	4	2.566485	2500
26	0.229610	1	4	2.511418	2500
27	0.228162	1	4	2.487630	2500
28	0.225731	1	4	2.467995	2500
29	0.225317	1	4	2.445818	2500
30	0.226516	1	4	2.420448	2500
