#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037319	1	9	5.045264	2500
2	0.044623	1	9	4.782686	2500
3	0.044001	1	8	4.621219	2500
4	0.045839	1	8	4.544658	2500
5	0.047176	1	7	4.491239	2500
6	0.050749	1	8	4.461913	2500
7	0.048012	1	7	4.417847	2500
8	0.053067	1	7	4.403705	2500
9	0.052343	1	7	4.394931	2500
10	0.051320	1	7	4.390750	2500
11	0.054696	1	7	4.375266	2500
12	0.054526	1	7	4.370051	2500
13	0.055255	1	7	4.361527	2500
14	0.055756	1	7	4.351082	2500
15	0.054966	1	7	4.354444	2500
16	0.054796	1	7	4.348220	2500
17	0.053677	1	7	4.343281	2500
18	0.055315	1	7	4.340890	2500
19	0.054179	1	7	4.336939	2500
20	0.055517	1	7	4.337314	2500
21	0.054178	1	7	4.331324	2500
22	0.058653	1	7	4.337047	2500
23	0.055097	1	7	4.333017	2500
24	0.052528	1	7	4.325052	2500
25	0.050279	1	7	4.326166	2500
26	0.055986	1	7	4.332042	2500
27	0.055032	1	7	4.335612	2500
28	0.055117	1	7	4.334526	2500
29	0.054809	1	7	4.329003	2500
30	0.056813	1	7	4.332786	2500
