#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.364760	1	39	15.621538	2500
2	0.368700	1	36	14.794909	2500
3	0.369851	1	35	14.777345	2500
4	0.371779	1	35	14.773168	2500
5	0.372076	1	35	14.773731	2500
6	0.371791	1	35	14.728539	2500
7	0.374009	1	35	14.713919	2500
8	0.377516	1	35	14.659836	2500
9	0.376582	1	34	14.629597	2500
10	0.379010	1	34	14.610761	2500
11	0.382979	1	34	14.496724	2500
12	0.380783	1	33	14.314958	2500
13	0.384238	1	33	14.190713	2500
14	0.388421	1	31	14.004153	2500
15	0.392090	1	32	13.933108	2500
16	0.392027	1	30	13.680265	2500
17	0.394406	1	30	13.531324	2500
18	0.397821	1	28	13.189146	2500
19	0.403177	1	26	12.967645	2500
20	0.410037	1	27	12.924575	2500
21	0.413323	1	26	12.738946	2500
22	0.417925	1	26	12.651703	2500
23	0.420689	1	25	12.416097	2500
24	0.425546	1	24	12.211942	2500
25	0.427857	1	25	12.247093	2500
26	0.426793	1	25	12.096220	2500
27	0.430696	1	24	11.756898	2500
28	0.432992	1	24	11.713719	2500
29	0.433988	1	24	11.621638	2500
30	0.435827	1	24	11.573307	2500
