#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.331173	1	59	21.806612	2500
2	0.394057	1	43	16.665518	2500
3	0.313699	1	37	14.226521	2500
4	0.274037	1	32	13.058131	2500
5	0.252847	1	30	12.150226	2500
6	0.242948	1	28	11.339045	2500
7	0.231924	1	28	11.064449	2500
8	0.224386	1	26	10.557524	2500
9	0.217019	1	26	10.270244	2500
10	0.215945	1	24	9.938027	2500
11	0.212176	1	24	9.790901	2500
12	0.205155	1	23	9.561900	2500
13	0.201729	1	22	9.335207	2500
14	0.202514	1	22	9.021528	2500
15	0.203491	1	21	8.878719	2500
16	0.199958	1	21	8.776649	2500
17	0.200157	1	19	8.563199	2500
18	0.195697	1	19	8.554562	2500
19	0.192971	1	18	8.331390	2500
20	0.192924	1	18	8.276088	2500
21	0.192996	1	18	8.217577	2500
22	0.192026	1	18	8.077517	2500
23	0.190402	1	18	8.083071	2500
24	0.192049	1	17	7.880605	2500
25	0.191761	1	17	7.837378	2500
26	0.193628	1	16	7.706107	2500
27	0.189198	1	16	7.655005	2500
28	0.189892	1	17	7.592851	2500
29	0.189747	1	16	7.464748	2500
30	0.185638	1	17	7.389813	2500
