#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.039317	1	10	5.087011	2500
2	0.043034	1	9	4.772753	2500
3	0.042020	1	8	4.619772	2500
4	0.046480	1	8	4.529966	2500
5	0.050890	1	7	4.488365	2500
6	0.050024	1	7	4.449554	2500
7	0.049788	1	7	4.431791	2500
8	0.052003	1	7	4.411045	2500
9	0.051879	1	7	4.393987	2500
10	0.053329	1	7	4.372973	2500
11	0.054494	1	7	4.359612	2500
12	0.055652	1	7	4.365133	2500
13	0.054026	1	7	4.351873	2500
14	0.058312	1	7	4.351230	2500
15	0.057195	1	7	4.346032	2500
16	0.056440	1	7	4.352320	2500
17	0.056671	1	7	4.347634	2500
18	0.056589	1	7	4.344237	2500
19	0.056671	1	7	4.343896	2500
20	0.056301	1	7	4.345594	2500
21	0.057528	1	7	4.342825	2500
22	0.054890	1	7	4.333177	2500
23	0.056912	1	7	4.332599	2500
24	0.054839	1	7	4.328920	2500
25	0.055958	1	7	4.338011	2500
26	0.053759	1	7	4.329869	2500
27	0.052868	1	7	4.322106	2500
28	0.054598	1	7	4.329265	2500
29	0.052292	1	7	4.324166	2500
30	0.053806	1	7	4.331395	2500
