#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.036534	1	10	5.091124	2500
2	0.043169	1	9	4.771151	2500
3	0.045469	1	8	4.632287	2500
4	0.047704	1	8	4.550748	2500
5	0.048148	1	8	4.488288	2500
6	0.050543	1	7	4.445441	2500
7	0.053166	1	7	4.429776	2500
8	0.056729	1	7	4.420116	2500
9	0.053395	1	7	4.395934	2500
10	0.053831	1	7	4.384646	2500
11	0.053165	1	7	4.375893	2500
12	0.053683	1	7	4.367844	2500
13	0.055867	1	7	4.360355	2500
14	0.056091	1	7	4.361532	2500
15	0.056457	1	7	4.356253	2500
16	0.053474	1	7	4.352368	2500
17	0.051089	1	7	4.342588	2500
18	0.049626	1	7	4.336140	2500
19	0.052464	1	7	4.336542	2500
20	0.053000	1	7	4.337471	2500
21	0.053566	1	7	4.336036	2500
22	0.057289	1	7	4.343087	2500
23	0.055977	1	7	4.342103	2500
24	0.055976	1	7	4.342579	2500
25	0.056580	1	7	4.345668	2500
26	0.058067	1	7	4.351638	2500
27	0.057575	1	7	4.341447	2500
28	0.056535	1	7	4.335332	2500
29	0.055434	1	7	4.334143	2500
30	0.055093	1	7	4.338034	2500
