#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037386	1	9	5.037734	2500
2	0.042249	1	9	4.778002	2500
3	0.045265	1	8	4.615875	2500
4	0.048001	1	8	4.548579	2500
5	0.046762	1	7	4.474960	2500
6	0.050313	1	7	4.455859	2500
7	0.050943	1	7	4.421928	2500
8	0.052508	1	7	4.413146	2500
9	0.054230	1	7	4.395854	2500
10	0.058177	1	7	4.374876	2500
11	0.055929	1	7	4.373406	2500
12	0.057757	1	7	4.376168	2500
13	0.053692	1	7	4.362014	2500
14	0.053677	1	7	4.358024	2500
15	0.053956	1	7	4.350272	2500
16	0.053872	1	7	4.345782	2500
17	0.054452	1	7	4.344608	2500
18	0.057118	1	7	4.346436	2500
19	0.056226	1	7	4.344246	2500
20	0.054267	1	7	4.332991	2500
21	0.055333	1	7	4.332845	2500
22	0.057540	1	7	4.338400	2500
23	0.059003	1	7	4.346589	2500
24	0.057361	1	7	4.346616	2500
25	0.055395	1	7	4.341114	2500
26	0.056075	1	7	4.341875	2500
27	0.055912	1	7	4.343951	2500
28	0.054763	1	7	4.335306	2500
29	0.059024	1	7	4.347671	2500
30	0.055416	1	7	4.339288	2500
