#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.035205	1	10	5.090310	2500
2	0.043156	1	9	4.773585	2500
3	0.044619	1	8	4.606094	2500
4	0.047066	1	8	4.546043	2500
5	0.047569	1	8	4.467658	2500
6	0.048452	1	8	4.432662	2500
7	0.048945	1	7	4.407050	2500
8	0.052905	1	7	4.396789	2500
9	0.053264	1	7	4.375584	2500
10	0.056015	1	7	4.374901	2500
11	0.054815	1	7	4.367406	2500
12	0.054707	1	7	4.354447	2500
13	0.052894	1	7	4.349291	2500
14	0.052823	1	7	4.348191	2500
15	0.054091	1	7	4.345182	2500
16	0.055294	1	7	4.343813	2500
17	0.056983	1	7	4.348165	2500
18	0.052141	1	7	4.335745	2500
19	0.055979	1	7	4.343464	2500
20	0.053180	1	7	4.339585	2500
21	0.056365	1	7	4.328932	2500
22	0.058410	1	7	4.336750	2500
23	0.058556	1	7	4.333865	2500
24	0.055845	1	7	4.333176	2500
25	0.055338	1	7	4.326889	2500
26	0.051166	1	7	4.320521	2500
27	0.054667	1	7	4.325155	2500
28	0.054693	1	7	4.326226	2500
29	0.052216	1	7	4.325136	2500
30	0.051789	1	7	4.321405	2500
