#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.332202	1	59	21.970050	2500
2	0.395609	1	45	16.957269	2500
3	0.316698	1	37	14.606235	2500
4	0.279521	1	32	13.083108	2500
5	0.259915	1	30	12.174722	2500
6	0.242072	1	29	11.889357	2500
7	0.232761	1	26	11.229268	2500
8	0.221654	1	26	10.826835	2500
9	0.217047	1	25	10.358737	2500
10	0.213450	1	23	9.981444	2500
11	0.210333	1	22	9.611954	2500
12	0.203329	1	22	9.413888	2500
13	0.200197	1	22	9.262253	2500
14	0.196592	1	20	8.888754	2500
15	0.198102	1	20	8.768389	2500
16	0.193278	1	20	8.561338	2500
17	0.196500	1	19	8.378619	2500
18	0.193528	1	19	8.298556	2500
19	0.189354	1	18	8.105904	2500
20	0.185916	1	18	8.098814	2500
21	0.188697	1	18	7.860510	2500
22	0.194499	1	17	7.729139	2500
23	0.190224	1	18	7.550495	2500
24	0.189248	1	17	7.562968	2500
25	0.191655	1	17	7.439459	2500
26	0.188870	1	17	7.449692	2500
27	0.185459	1	16	7.303068	2500
28	0.187316	1	16	7.328718	2500
29	0.188653	1	16	7.255065	2500
30	0.186429	1	16	7.129677	2500
