Tiempo_Ejecucion_Segundos,Mensajes_Intercambiados,PIF-EXPLORACION,PACKAGE,ACK,PIF-NEGOCIACION,SOLICITUD-CONEXION,ACEPTO-CONEXION,DESCONEXION,DESCONEXION-RECIBIDA,RECHAZO-CONEXION,PIF-CONEXION
295.578598,52320166,583132,25243125,25243125,583132,29855,28856,7405,7405,999,593132
