#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038825	1	10	5.072925	2500
2	0.045148	1	9	4.807071	2500
3	0.046842	1	8	4.671084	2500
4	0.049974	1	8	4.600927	2500
5	0.047847	1	8	4.539096	2500
6	0.049818	1	8	4.480643	2500
7	0.051697	1	7	4.448324	2500
8	0.052243	1	7	4.423805	2500
9	0.053454	1	7	4.426092	2500
10	0.055857	1	7	4.412288	2500
11	0.054808	1	7	4.400456	2500
12	0.055829	1	7	4.386904	2500
13	0.054621	1	7	4.380355	2500
14	0.057688	1	7	4.393366	2500
15	0.058563	1	7	4.396890	2500
16	0.060692	1	7	4.395779	2500
17	0.056135	1	7	4.390699	2500
18	0.056926	1	7	4.388172	2500
19	0.058547	1	7	4.394956	2500
20	0.057626	1	7	4.380343	2500
21	0.056460	1	7	4.377727	2500
22	0.057250	1	7	4.381261	2500
23	0.059476	1	7	4.372110	2500
24	0.062394	1	7	4.378266	2500
25	0.059704	1	7	4.374774	2500
26	0.058636	1	7	4.378765	2500
27	0.059101	1	7	4.380662	2500
28	0.056507	1	7	4.377408	2500
29	0.058086	1	7	4.382528	2500
30	0.060390	1	7	4.387145	2500
