#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.363219	1	39	15.341451	2500
2	0.366840	1	35	14.240539	2500
3	0.368408	1	35	13.963370	2500
4	0.370480	1	31	13.458797	2500
5	0.386095	1	26	12.183606	2500
6	0.402799	1	23	10.926681	2500
7	0.423249	1	20	9.851673	2500
8	0.440252	1	18	9.249492	2500
9	0.454610	1	17	8.589694	2500
10	0.462259	1	17	8.289279	2500
11	0.467554	1	16	7.688155	2500
12	0.474768	1	15	7.349055	2500
13	0.477171	1	15	7.204163	2500
14	0.480139	1	14	6.911839	2500
15	0.482026	1	14	6.873311	2500
16	0.487441	1	14	6.898937	2500
17	0.503463	1	14	6.973264	2500
18	0.503517	1	14	6.944461	2500
19	0.504006	1	14	6.943490	2500
20	0.503636	1	14	6.943638	2500
21	0.502440	1	14	6.909870	2500
22	0.503848	1	14	6.943612	2500
23	0.500996	1	14	6.943598	2500
24	0.500871	1	14	6.909865	2500
25	0.498574	1	14	6.943425	2500
26	0.499166	1	14	6.943454	2500
27	0.501064	1	14	6.943448	2500
28	0.502079	1	14	6.943356	2500
29	0.498680	1	14	6.943356	2500
30	0.498710	1	14	6.943367	2500
