#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.363984	1	37	15.150023	2500
2	0.372959	1	36	14.535798	2500
3	0.372361	1	35	14.509685	2500
4	0.370882	1	34	14.506198	2500
5	0.372715	1	33	14.416098	2500
6	0.374073	1	33	14.402680	2500
7	0.375467	1	34	14.389287	2500
8	0.379333	1	33	14.375054	2500
9	0.379587	1	34	14.300493	2500
10	0.380637	1	33	14.107898	2500
11	0.385542	1	32	13.825861	2500
12	0.388048	1	30	13.581272	2500
13	0.392094	1	29	13.316456	2500
14	0.396838	1	27	13.028836	2500
15	0.399916	1	28	13.042292	2500
16	0.401698	1	29	13.025483	2500
17	0.404615	1	27	12.907360	2500
18	0.406655	1	28	12.790770	2500
19	0.409862	1	27	12.630177	2500
20	0.412625	1	25	12.189315	2500
21	0.415121	1	25	11.906484	2500
22	0.417627	1	24	11.532392	2500
23	0.420468	1	24	11.427029	2500
24	0.425293	1	24	11.242318	2500
25	0.427161	1	23	11.090566	2500
26	0.430613	1	23	11.032712	2500
27	0.436718	1	23	11.007558	2500
28	0.440318	1	23	10.771250	2500
29	0.443877	1	23	10.650051	2500
30	0.446594	1	22	10.448754	2500
