#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335060	1	58	22.013290	2500
2	0.395401	1	45	16.988229	2500
3	0.320087	1	37	14.656287	2500
4	0.282600	1	34	13.221330	2500
5	0.261727	1	30	12.423833	2500
6	0.247152	1	28	11.849475	2500
7	0.239713	1	27	11.321965	2500
8	0.233973	1	26	10.974156	2500
9	0.222297	1	25	10.542350	2500
10	0.218318	1	24	10.120307	2500
11	0.215587	1	23	9.813401	2500
12	0.212858	1	22	9.578914	2500
13	0.213559	1	22	9.578046	2500
14	0.213335	1	21	9.363341	2500
15	0.207741	1	21	9.124570	2500
16	0.207720	1	22	9.274354	2500
17	0.202802	1	22	9.155465	2500
18	0.206004	1	20	8.950966	2500
19	0.206439	1	20	8.826023	2500
20	0.204093	1	20	8.693793	2500
21	0.199572	1	19	8.483524	2500
22	0.199862	1	19	8.481697	2500
23	0.200687	1	20	8.440761	2500
24	0.200820	1	19	8.304898	2500
25	0.197571	1	18	8.140705	2500
26	0.201059	1	17	8.056881	2500
27	0.199124	1	18	8.025007	2500
28	0.198776	1	18	8.098524	2500
29	0.201848	1	18	8.114188	2500
30	0.203467	1	17	8.000436	2500
