#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.368516	1	41	15.551674	2500
2	0.369554	1	37	14.549963	2500
3	0.371172	1	35	14.274747	2500
4	0.379975	1	33	13.627475	2500
5	0.387647	1	27	12.392626	2500
6	0.407973	1	23	11.321748	2500
7	0.427208	1	22	10.611188	2500
8	0.436677	1	19	9.488806	2500
9	0.448644	1	19	8.639685	2500
10	0.462666	1	17	8.280493	2500
11	0.471818	1	17	7.813328	2500
12	0.473225	1	16	7.711652	2500
13	0.478543	1	15	7.641325	2500
14	0.481964	1	14	7.532406	2500
15	0.486243	1	14	7.526586	2500
16	0.484637	1	14	7.455984	2500
17	0.485542	1	14	7.405810	2500
18	0.488673	1	14	7.380488	2500
19	0.492316	1	14	7.376844	2500
20	0.491554	1	14	7.376984	2500
21	0.490538	1	14	7.367149	2500
22	0.491356	1	14	7.369975	2500
23	0.489508	1	14	7.363571	2500
24	0.488263	1	14	7.355359	2500
25	0.488967	1	14	7.333668	2500
26	0.488645	1	14	7.330759	2500
27	0.491342	1	14	7.332011	2500
28	0.499196	1	14	7.341735	2500
29	0.498613	1	14	7.341712	2500
30	0.497298	1	14	7.341542	2500
