#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038635	1	10	5.080094	2500
2	0.039685	1	9	4.775538	2500
3	0.040259	1	8	4.632979	2500
4	0.044306	1	8	4.559487	2500
5	0.046552	1	7	4.498218	2500
6	0.050786	1	7	4.466218	2500
7	0.049648	1	7	4.437281	2500
8	0.054901	1	7	4.425692	2500
9	0.052797	1	7	4.399869	2500
10	0.052711	1	7	4.384147	2500
11	0.056104	1	7	4.381847	2500
12	0.055044	1	7	4.371007	2500
13	0.057682	1	7	4.363866	2500
14	0.058805	1	7	4.367548	2500
15	0.053830	1	7	4.347464	2500
16	0.051893	1	7	4.343099	2500
17	0.055405	1	7	4.347392	2500
18	0.053479	1	7	4.343247	2500
19	0.053219	1	7	4.343438	2500
20	0.050935	1	7	4.340544	2500
21	0.054168	1	7	4.336414	2500
22	0.055778	1	7	4.332446	2500
23	0.053550	1	7	4.329225	2500
24	0.053731	1	7	4.328112	2500
25	0.054543	1	7	4.332295	2500
26	0.054225	1	7	4.331222	2500
27	0.056275	1	7	4.335682	2500
28	0.055584	1	7	4.328154	2500
29	0.055987	1	7	4.332527	2500
30	0.054827	1	7	4.338549	2500
