#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.337815	1	58	21.832970	2500
2	0.399233	1	43	16.689767	2500
3	0.308754	1	37	14.099604	2500
4	0.271663	1	31	12.712307	2500
5	0.248670	1	28	11.587120	2500
6	0.233320	1	26	11.006250	2500
7	0.224497	1	25	10.368885	2500
8	0.220850	1	22	9.724959	2500
9	0.214687	1	21	9.121078	2500
10	0.213826	1	19	8.679816	2500
11	0.212628	1	19	8.184770	2500
12	0.216138	1	17	7.821822	2500
13	0.218120	1	16	7.273009	2500
14	0.222951	1	15	6.955078	2500
15	0.227235	1	14	6.442334	2500
16	0.232437	1	14	6.237982	2500
17	0.238710	1	12	5.870106	2500
18	0.243850	1	12	5.522886	2500
19	0.246557	1	11	5.218736	2500
20	0.247614	1	10	4.966835	2500
21	0.247517	1	9	4.800614	2500
22	0.242463	1	9	4.606770	2500
23	0.242848	1	8	4.589513	2500
24	0.251939	1	8	4.274438	2500
25	0.248690	1	8	4.206562	2500
26	0.240865	1	8	4.121641	2500
27	0.243398	1	8	4.000263	2500
28	0.237511	1	7	3.879433	2500
29	0.243025	1	7	3.842928	2500
30	0.256586	1	6	3.588944	2500
