#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.036094	1	10	5.094020	2500
2	0.041432	1	9	4.764478	2500
3	0.042197	1	8	4.615910	2500
4	0.045670	1	8	4.532724	2500
5	0.049180	1	7	4.476965	2500
6	0.051086	1	7	4.448155	2500
7	0.055923	1	7	4.424001	2500
8	0.053007	1	7	4.399573	2500
9	0.055743	1	7	4.391028	2500
10	0.055649	1	7	4.371702	2500
11	0.055570	1	7	4.365825	2500
12	0.053878	1	7	4.359869	2500
13	0.053706	1	7	4.347986	2500
14	0.053572	1	7	4.348747	2500
15	0.053097	1	7	4.347709	2500
16	0.054052	1	7	4.344316	2500
17	0.054218	1	7	4.341326	2500
18	0.051747	1	7	4.338513	2500
19	0.053840	1	7	4.335947	2500
20	0.054496	1	7	4.332860	2500
21	0.054836	1	7	4.336522	2500
22	0.055030	1	7	4.334140	2500
23	0.054615	1	7	4.330969	2500
24	0.053749	1	7	4.331630	2500
25	0.056893	1	7	4.330752	2500
26	0.056759	1	7	4.336259	2500
27	0.054498	1	7	4.338219	2500
28	0.055231	1	7	4.326570	2500
29	0.054672	1	7	4.325797	2500
30	0.055347	1	7	4.333845	2500
