#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.332840	1	59	21.970012	2500
2	0.395779	1	44	16.912418	2500
3	0.317245	1	37	14.509812	2500
4	0.285213	1	33	13.240275	2500
5	0.261088	1	31	12.386435	2500
6	0.249044	1	28	11.778431	2500
7	0.240114	1	28	11.243180	2500
8	0.233001	1	26	10.754758	2500
9	0.227047	1	25	10.667642	2500
10	0.223536	1	25	10.228219	2500
11	0.218433	1	24	9.890419	2500
12	0.217375	1	24	9.803498	2500
13	0.207672	1	22	9.598596	2500
14	0.210415	1	21	9.390113	2500
15	0.207817	1	20	9.076399	2500
16	0.208734	1	20	8.996997	2500
17	0.206157	1	20	9.002467	2500
18	0.208912	1	21	8.869355	2500
19	0.204095	1	20	8.764021	2500
20	0.202742	1	20	8.807224	2500
21	0.203599	1	19	8.764205	2500
22	0.200396	1	19	8.512032	2500
23	0.201057	1	19	8.390784	2500
24	0.201457	1	18	8.238931	2500
25	0.197009	1	18	8.087382	2500
26	0.195932	1	18	8.105386	2500
27	0.200396	1	18	8.055395	2500
28	0.199631	1	17	8.117593	2500
29	0.202152	1	18	8.009453	2500
30	0.202152	1	17	8.025191	2500
