#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.362232	1	37	15.288676	2500
2	0.364963	1	36	14.607853	2500
3	0.366289	1	36	14.640150	2500
4	0.366720	1	36	14.609583	2500
5	0.366309	1	36	14.518547	2500
6	0.366604	1	35	14.435039	2500
7	0.366087	1	34	14.359511	2500
8	0.368636	1	33	14.415884	2500
9	0.369850	1	34	14.424359	2500
10	0.375109	1	33	14.353907	2500
11	0.377604	1	34	14.268205	2500
12	0.379549	1	31	13.992125	2500
13	0.382102	1	30	13.908522	2500
14	0.382935	1	31	13.849340	2500
15	0.384862	1	30	13.648965	2500
16	0.387096	1	29	13.477343	2500
17	0.388848	1	27	13.181126	2500
18	0.392090	1	27	13.064180	2500
19	0.395110	1	27	13.062874	2500
20	0.397654	1	26	12.848103	2500
21	0.400450	1	26	12.624824	2500
22	0.404250	1	25	12.557311	2500
23	0.406628	1	25	12.445993	2500
24	0.410423	1	24	12.209905	2500
25	0.415362	1	24	12.024613	2500
26	0.417886	1	24	11.998332	2500
27	0.420366	1	24	11.814965	2500
28	0.422951	1	24	11.744302	2500
29	0.424228	1	23	11.746038	2500
30	0.427522	1	23	11.634502	2500
