#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.330833	1	59	21.858522	2500
2	0.398385	1	44	16.819857	2500
3	0.317821	1	36	14.393762	2500
4	0.282248	1	32	13.177165	2500
5	0.257476	1	30	12.342008	2500
6	0.244700	1	29	11.636740	2500
7	0.236469	1	27	11.052165	2500
8	0.224735	1	26	10.606366	2500
9	0.219945	1	24	10.212432	2500
10	0.218585	1	23	9.727794	2500
11	0.212473	1	22	9.548498	2500
12	0.208391	1	22	9.398323	2500
13	0.201997	1	20	8.924846	2500
14	0.201106	1	20	8.821659	2500
15	0.198330	1	20	8.737697	2500
16	0.198893	1	20	8.630906	2500
17	0.195795	1	19	8.513460	2500
18	0.190930	1	19	8.460934	2500
19	0.188791	1	18	8.200527	2500
20	0.186818	1	18	8.022573	2500
21	0.187913	1	18	7.902174	2500
22	0.189193	1	17	7.777814	2500
23	0.187513	1	17	7.689636	2500
24	0.190960	1	17	7.658409	2500
25	0.184863	1	17	7.604057	2500
26	0.186431	1	17	7.434489	2500
27	0.190490	1	16	7.450425	2500
28	0.190016	1	16	7.422275	2500
29	0.186788	1	17	7.520756	2500
30	0.188477	1	17	7.398091	2500
