#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.366039	1	39	15.331218	2500
2	0.371560	1	36	14.622453	2500
3	0.373229	1	36	14.589327	2500
4	0.371608	1	36	14.449934	2500
5	0.374927	1	36	14.383394	2500
6	0.373452	1	36	14.225702	2500
7	0.374119	1	34	14.180539	2500
8	0.378458	1	33	14.019037	2500
9	0.382429	1	33	13.887735	2500
10	0.382287	1	31	13.550048	2500
11	0.385786	1	30	13.427931	2500
12	0.390321	1	30	13.304228	2500
13	0.396466	1	28	12.990973	2500
14	0.398847	1	28	12.953717	2500
15	0.401952	1	27	12.690564	2500
16	0.404427	1	27	12.621473	2500
17	0.407344	1	27	12.410471	2500
18	0.410710	1	26	12.275273	2500
19	0.413225	1	26	12.216833	2500
20	0.416354	1	25	12.032709	2500
21	0.419811	1	24	11.923324	2500
22	0.425508	1	24	11.801638	2500
23	0.428495	1	24	11.711644	2500
24	0.432224	1	24	11.582286	2500
25	0.434491	1	23	11.316581	2500
26	0.437704	1	23	11.232358	2500
27	0.439614	1	23	11.273743	2500
28	0.443757	1	23	11.062417	2500
29	0.443545	1	23	10.956686	2500
30	0.445760	1	23	10.882963	2500
