#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038097	1	10	5.080146	2500
2	0.044120	1	9	4.802920	2500
3	0.045947	1	8	4.640019	2500
4	0.045756	1	8	4.549962	2500
5	0.047251	1	8	4.485090	2500
6	0.047245	1	7	4.441136	2500
7	0.050863	1	7	4.412577	2500
8	0.051038	1	7	4.398912	2500
9	0.052168	1	7	4.384379	2500
10	0.054643	1	7	4.376099	2500
11	0.053115	1	7	4.365684	2500
12	0.053592	1	7	4.364982	2500
13	0.055089	1	7	4.359421	2500
14	0.055439	1	7	4.358377	2500
15	0.057869	1	7	4.361311	2500
16	0.054218	1	7	4.351075	2500
17	0.054837	1	7	4.345502	2500
18	0.052032	1	7	4.342689	2500
19	0.057099	1	7	4.340896	2500
20	0.057349	1	7	4.338236	2500
21	0.058174	1	7	4.342223	2500
22	0.056436	1	7	4.341816	2500
23	0.058443	1	7	4.344168	2500
24	0.057463	1	7	4.343390	2500
25	0.056412	1	7	4.343659	2500
26	0.053079	1	7	4.335508	2500
27	0.054148	1	7	4.340811	2500
28	0.053141	1	7	4.331713	2500
29	0.052585	1	7	4.333536	2500
30	0.052915	1	7	4.329894	2500
