#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335353	1	59	21.993623	2500
2	0.399616	1	43	16.923217	2500
3	0.309605	1	36	14.217647	2500
4	0.278242	1	33	13.157803	2500
5	0.249694	1	30	12.230532	2500
6	0.241912	1	28	11.435680	2500
7	0.226326	1	26	10.907324	2500
8	0.216802	1	25	10.349842	2500
9	0.216867	1	24	9.934864	2500
10	0.214378	1	23	9.769732	2500
11	0.208841	1	23	9.694514	2500
12	0.208780	1	22	9.393230	2500
13	0.202860	1	21	9.129734	2500
14	0.200723	1	20	8.992222	2500
15	0.199590	1	20	8.846027	2500
16	0.197389	1	20	8.665675	2500
17	0.201463	1	19	8.368595	2500
18	0.198862	1	19	8.275811	2500
19	0.193783	1	18	8.075456	2500
20	0.193221	1	18	8.122812	2500
21	0.194530	1	18	8.067357	2500
22	0.193178	1	17	7.891853	2500
23	0.194017	1	17	7.753919	2500
24	0.191905	1	17	7.749228	2500
25	0.196360	1	17	7.736942	2500
26	0.193259	1	16	7.562260	2500
27	0.190596	1	16	7.422577	2500
28	0.191311	1	16	7.391539	2500
29	0.190113	1	15	7.372683	2500
30	0.189988	1	15	7.287422	2500
