#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.338491	1	59	21.926138	2500
2	0.401939	1	45	17.136689	2500
3	0.317406	1	38	14.544163	2500
4	0.288055	1	33	13.245050	2500
5	0.264478	1	31	12.415893	2500
6	0.247004	1	28	11.565910	2500
7	0.240536	1	27	10.986981	2500
8	0.227440	1	27	10.648037	2500
9	0.216936	1	25	10.324659	2500
10	0.216476	1	24	9.971471	2500
11	0.214714	1	22	9.539965	2500
12	0.214907	1	22	9.410929	2500
13	0.210402	1	23	9.288183	2500
14	0.207467	1	22	9.049938	2500
15	0.206847	1	21	8.901398	2500
16	0.203069	1	20	8.709134	2500
17	0.197564	1	21	8.586449	2500
18	0.196370	1	20	8.501686	2500
19	0.194786	1	19	8.334298	2500
20	0.194925	1	18	8.047739	2500
21	0.198796	1	18	8.176410	2500
22	0.194980	1	17	7.868293	2500
23	0.191822	1	16	7.732222	2500
24	0.191588	1	16	7.633810	2500
25	0.193509	1	16	7.599555	2500
26	0.188344	1	15	7.502481	2500
27	0.189328	1	15	7.383255	2500
28	0.190595	1	15	7.272393	2500
29	0.194950	1	15	7.286881	2500
30	0.190078	1	14	7.187399	2500
