#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.360942	1	39	15.299902	2500
2	0.365594	1	38	14.716591	2500
3	0.364635	1	36	14.705364	2500
4	0.364501	1	37	14.762997	2500
5	0.363909	1	37	14.823012	2500
6	0.361814	1	37	14.817639	2500
7	0.361358	1	37	14.814420	2500
8	0.360593	1	37	14.816194	2500
9	0.361482	1	37	14.825468	2500
10	0.361776	1	37	14.836951	2500
11	0.361169	1	37	14.858465	2500
12	0.360287	1	37	14.886639	2500
13	0.361195	1	37	14.887498	2500
14	0.360892	1	38	14.902237	2500
15	0.359178	1	37	14.926529	2500
16	0.358810	1	38	14.918599	2500
17	0.356996	1	37	14.899494	2500
18	0.357290	1	37	14.974766	2500
19	0.358268	1	37	14.983097	2500
20	0.360056	1	38	14.995210	2500
21	0.359385	1	37	14.996313	2500
22	0.356245	1	38	14.993723	2500
23	0.355975	1	37	14.991035	2500
24	0.356037	1	37	14.959107	2500
25	0.354992	1	36	15.001171	2500
26	0.356366	1	37	15.073382	2500
27	0.357521	1	37	15.054224	2500
28	0.358090	1	37	15.059894	2500
29	0.357768	1	37	15.056150	2500
30	0.357662	1	37	15.058261	2500
