#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038929	1	10	5.077671	2500
2	0.042194	1	9	4.778710	2500
3	0.042388	1	8	4.608890	2500
4	0.046728	1	8	4.535042	2500
5	0.046331	1	8	4.494421	2500
6	0.047383	1	7	4.444199	2500
7	0.048155	1	7	4.413206	2500
8	0.052676	1	7	4.412148	2500
9	0.052525	1	7	4.390851	2500
10	0.054836	1	7	4.372095	2500
11	0.055941	1	7	4.368108	2500
12	0.056768	1	7	4.371465	2500
13	0.056405	1	7	4.354754	2500
14	0.057213	1	7	4.357069	2500
15	0.056274	1	7	4.348865	2500
16	0.057146	1	7	4.352602	2500
17	0.056987	1	7	4.354291	2500
18	0.056665	1	7	4.348497	2500
19	0.055378	1	7	4.338317	2500
20	0.054983	1	7	4.339470	2500
21	0.052747	1	7	4.339817	2500
22	0.054976	1	7	4.334423	2500
23	0.056325	1	7	4.340755	2500
24	0.053277	1	7	4.337933	2500
25	0.054807	1	7	4.331240	2500
26	0.054968	1	7	4.326841	2500
27	0.054103	1	7	4.326788	2500
28	0.055090	1	7	4.336313	2500
29	0.054313	1	7	4.335663	2500
30	0.051330	1	7	4.325726	2500
