#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038088	1	9	5.037292	2500
2	0.047758	1	9	4.852005	2500
3	0.047782	1	8	4.674395	2500
4	0.049270	1	8	4.606599	2500
5	0.047173	1	8	4.540577	2500
6	0.048749	1	8	4.514572	2500
7	0.047366	1	7	4.467597	2500
8	0.055085	1	7	4.465680	2500
9	0.055075	1	7	4.452716	2500
10	0.055467	1	7	4.438385	2500
11	0.057343	1	7	4.425772	2500
12	0.056181	1	7	4.419581	2500
13	0.055885	1	7	4.406915	2500
14	0.056295	1	7	4.399537	2500
15	0.053590	1	7	4.394048	2500
16	0.055317	1	7	4.387719	2500
17	0.053456	1	7	4.389033	2500
18	0.055465	1	7	4.378849	2500
19	0.058559	1	7	4.387523	2500
20	0.060191	1	7	4.386256	2500
21	0.062024	1	7	4.392502	2500
22	0.062546	1	7	4.394415	2500
23	0.059653	1	7	4.387561	2500
24	0.059372	1	7	4.387861	2500
25	0.060315	1	7	4.388192	2500
26	0.058669	1	7	4.389304	2500
27	0.056109	1	7	4.378084	2500
28	0.054707	1	7	4.373410	2500
29	0.057186	1	7	4.380589	2500
30	0.060449	1	7	4.375062	2500
