#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.334029	1	60	21.912784	2500
2	0.399880	1	45	16.796246	2500
3	0.317826	1	36	14.277822	2500
4	0.281210	1	33	13.162128	2500
5	0.267741	1	31	12.367334	2500
6	0.249647	1	29	11.637029	2500
7	0.244586	1	28	11.049015	2500
8	0.235311	1	28	10.922803	2500
9	0.227577	1	26	10.442419	2500
10	0.220460	1	25	10.077661	2500
11	0.212001	1	22	9.777969	2500
12	0.211972	1	22	9.536182	2500
13	0.206589	1	22	9.407276	2500
14	0.203866	1	21	9.003227	2500
15	0.206482	1	19	8.687163	2500
16	0.204681	1	19	8.603933	2500
17	0.199815	1	18	8.353983	2500
18	0.199304	1	18	8.231459	2500
19	0.198177	1	18	8.076701	2500
20	0.196594	1	17	7.934598	2500
21	0.195842	1	17	7.833625	2500
22	0.196339	1	17	7.825072	2500
23	0.194702	1	17	7.717963	2500
24	0.194133	1	16	7.588463	2500
25	0.189439	1	16	7.472913	2500
26	0.193587	1	16	7.431139	2500
27	0.189245	1	16	7.380376	2500
28	0.187464	1	16	7.331578	2500
29	0.187584	1	15	7.202689	2500
30	0.188844	1	15	7.202284	2500
