#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.361890	1	39	15.470926	2500
2	0.366756	1	36	14.488736	2500
3	0.366503	1	35	14.453928	2500
4	0.367633	1	35	14.453749	2500
5	0.367617	1	34	14.436718	2500
6	0.368037	1	34	14.427365	2500
7	0.369044	1	34	14.418907	2500
8	0.367249	1	34	14.400906	2500
9	0.368458	1	34	14.394475	2500
10	0.368707	1	34	14.368337	2500
11	0.369851	1	33	14.372908	2500
12	0.373095	1	33	14.377334	2500
13	0.373965	1	33	14.375689	2500
14	0.376332	1	33	14.388837	2500
15	0.377673	1	33	14.334085	2500
16	0.378149	1	33	14.316269	2500
17	0.381518	1	33	14.315513	2500
18	0.381734	1	32	14.246395	2500
19	0.381324	1	32	14.277189	2500
20	0.383895	1	32	14.249245	2500
21	0.384746	1	32	14.220938	2500
22	0.388605	1	32	14.172235	2500
23	0.390664	1	31	14.129659	2500
24	0.389863	1	31	14.085768	2500
25	0.390859	1	31	13.921805	2500
26	0.393079	1	31	13.902030	2500
27	0.393734	1	30	13.862748	2500
28	0.396639	1	31	13.794442	2500
29	0.397417	1	29	13.606988	2500
30	0.400193	1	29	13.576565	2500
