#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.039498	1	10	5.075907	2500
2	0.043875	1	9	4.776552	2500
3	0.044681	1	8	4.626360	2500
4	0.047457	1	8	4.532245	2500
5	0.048463	1	7	4.469884	2500
6	0.050321	1	7	4.448003	2500
7	0.049002	1	7	4.428279	2500
8	0.049922	1	7	4.406417	2500
9	0.052547	1	7	4.393931	2500
10	0.055494	1	7	4.380164	2500
11	0.052929	1	7	4.365182	2500
12	0.055765	1	7	4.360064	2500
13	0.053130	1	7	4.354090	2500
14	0.054437	1	7	4.356774	2500
15	0.054382	1	7	4.361579	2500
16	0.050761	1	7	4.347790	2500
17	0.052762	1	7	4.344684	2500
18	0.052128	1	7	4.341869	2500
19	0.053169	1	7	4.337856	2500
20	0.054284	1	7	4.338028	2500
21	0.055043	1	7	4.336595	2500
22	0.054331	1	7	4.334294	2500
23	0.052269	1	7	4.329960	2500
24	0.055338	1	7	4.341094	2500
25	0.053729	1	7	4.331223	2500
26	0.056031	1	7	4.334396	2500
27	0.054295	1	7	4.331345	2500
28	0.054758	1	7	4.330413	2500
29	0.053242	1	7	4.327164	2500
30	0.050799	1	7	4.325504	2500
