#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.363002	1	37	15.118552	2500
2	0.366178	1	36	14.240862	2500
3	0.367088	1	34	13.960656	2500
4	0.372991	1	31	13.515290	2500
5	0.388547	1	27	12.473738	2500
6	0.397726	1	24	11.164424	2500
7	0.420190	1	21	10.466376	2500
8	0.440157	1	18	9.399782	2500
9	0.447119	1	16	8.296295	2500
10	0.455701	1	16	7.842326	2500
11	0.461692	1	16	7.558626	2500
12	0.468307	1	15	7.442114	2500
13	0.480610	1	15	7.340337	2500
14	0.484319	1	15	7.299362	2500
15	0.487452	1	14	7.179751	2500
16	0.488747	1	14	7.153575	2500
17	0.491348	1	14	7.085199	2500
18	0.492603	1	14	6.979562	2500
19	0.493084	1	14	6.953294	2500
20	0.493611	1	14	6.835740	2500
21	0.493207	1	14	6.832786	2500
22	0.496046	1	14	6.816020	2500
23	0.496705	1	14	6.819891	2500
24	0.496255	1	14	6.819578	2500
25	0.496098	1	14	6.809367	2500
26	0.497539	1	14	6.774241	2500
27	0.498827	1	14	6.774590	2500
28	0.496713	1	14	6.796935	2500
29	0.497026	1	14	6.796938	2500
30	0.498771	1	14	6.808498	2500
